label,centroid
318,"[ 3.75976531  4.06255372 -3.38818868  0.52943158  1.7169021  -2.77191257
  3.84389623  1.88326788 -3.5846955  -3.49848684 -2.99895668  2.10549434
 -0.82039634  1.67875067  2.62200769  1.99989001 -3.66394329 -1.88076067
  2.60877546 -3.39884122  3.91444079 -3.08289019 -2.63433011  2.88968817
  0.86871227 -2.93806998  3.84059556 -2.86522611  3.19887543 -2.52238178
 -2.81098302  3.90167936]"
319,"[ 3.59379679  3.73933818 -3.40639038  0.02502942  1.28375973 -2.31305661
  3.77900933  2.48081173 -3.3964291  -3.65096334 -2.72564392  1.71804352
 -0.51348627  1.30994992  2.99407416  1.82434404 -3.70306905 -2.48797455
  2.19822795 -3.52662998  3.54637383 -2.91977573 -2.5068595   2.60826992
  1.22747243 -2.69229533  3.57659912 -2.75487128  3.51698371 -2.09490289
 -2.51890852  3.74222175]"
320,"[ 2.93734455  3.98277044 -2.10993695  2.08624482  3.22956586 -3.18624926
  2.52663851 -0.5550344  -2.70927382 -1.69008565 -3.79414058  3.0763464
 -1.95600891  2.93183303  0.66086787  2.97397828 -2.07726169  0.41213524
  3.83144522 -1.37210751  4.2627511  -1.99075997 -3.55197525  2.64641023
 -0.52203262 -3.675704    2.9386735  -2.22646427  0.93594605 -2.48350787
 -3.85258222  2.49258184]"
321,"[ 3.41572675  4.13804314 -2.76451804  1.44873454  2.57364238 -3.11799101
  3.22952825  0.524303   -3.22295726 -2.57913936 -3.48211011  2.69391493
 -1.4552614   2.41341851  1.54319104  2.54470582 -2.87585848 -0.58519064
  3.32996472 -2.35647011  4.20806191 -2.58287256 -3.1359083   2.86081019
  0.09241556 -3.38502502  3.49594186 -2.60974884  1.99664792 -2.63334881
 -3.4312647   3.26240436]"
324,"[ 2.10889602  3.62978792 -1.10886276  2.83352947  3.95040059 -3.05994916
  1.41197813 -2.00518465 -1.88053203 -0.39935207 -4.07687187  3.46084118
 -2.53202558  3.53375244 -0.59686732  3.5229702  -0.83558941  1.71552873
  4.36573029  0.09105382  4.16070986 -1.04037952 -3.9988265   2.20855117
 -1.33244836 -3.97609448  1.99527395 -1.58552408 -0.5712235  -2.11221671
 -4.27454138  1.19948077]"
325,"[ 2.21705119  1.83877691 -2.08849398 -2.14080196 -0.24870239  0.62939448
  2.43183094  3.54010243 -1.70702574 -2.58958922 -1.50359768  0.35480589
  0.52446477 -0.36841249  3.06707446  0.94055515 -2.16164631 -3.96669176
  0.52464146 -2.18439632  1.79959997 -1.12333361 -1.88267771  1.0278511
  2.27148565 -1.37237612  1.64947965 -1.72989199  2.99136564  0.29105616
 -0.52237235  1.47009669]"
326,"[-2.07724166  1.60609231 -1.89982735  0.86624499 -2.77435526  0.35257079
 -1.46928862 -1.61699435  2.14269852 -0.84303219  2.45377071  1.7975462
  3.47379545  1.42055958  1.91461665 -1.39735115 -1.04396411 -2.46986482
  1.19996987 -1.53469784 -2.68674618 -1.98976582  0.40238776  2.21989087
 -1.90503376 -0.46331675 -0.43221432  2.88840615 -0.62244727 -1.59008045
  2.69222576 -2.29537071]"
327,"[-2.11294667 -1.44877354  1.25387987 -0.68942404  0.16957746  3.65664927
 -1.75351747 -1.21496058  2.19198306  2.02009583  0.9019014  -1.5684797
 -0.3088268  -2.72823524 -1.26995675 -2.43970474  2.31636937  0.50709105
 -1.76073265  2.07415867 -1.04993033  2.03921127  1.89833117 -1.45608457
  0.41421103  2.3854847  -1.90940189  1.05643129 -2.12564834  2.52199554
  2.80841827 -3.09213956]"
328,"[ 2.51418891  2.15795033 -2.42828413 -1.67303775  0.05195326 -0.19018956
  2.80935845  3.70563008 -2.07567391 -3.04420442 -1.80301153  0.46915649
  0.3568423  -0.01394291  3.31094771  1.19301825 -2.66616704 -3.8842659
  0.80614127 -2.72789882  2.16770407 -1.50213212 -2.02111567  1.21453769
  2.1491441  -1.66024692  2.00180244 -1.88041247  3.42851052 -0.17291922
 -1.20944588  2.18824152]"
329,"[ 1.09054907 -0.38532209  0.31125979 -2.50272401  0.53650141  3.06408374
  1.16143401  2.46165911 -0.77260613  0.13728132 -1.4527208  -1.20533752
 -0.89380328 -2.59615072  0.32738531 -0.19908539  0.5494926  -1.68513711
 -1.12866584  0.84284639  1.5418601   1.60181379 -0.17179708 -1.09410969
  3.09183661  0.66168491  0.2639453  -1.86777401  0.55471047  2.76547591
  0.61968748 -0.28316601]"
330,"[ 2.31500721  3.72860622 -1.35329795  2.67375946  3.79441118 -3.10945177
  1.68340731 -1.67812777 -2.08665228 -0.70546234 -4.01821899  3.38790751
 -2.40613556  3.40381241 -0.30403948  3.39404678 -1.13694239  1.42524862
  4.25418329 -0.2609877   4.19793749 -1.28030837 -3.90116906  2.3288455
 -1.15163171 -3.91508675  2.2340796  -1.74353731 -0.22175778 -2.21902657
 -4.18375206  1.5198375 ]"
331,"[-1.93903605 -0.33281019  0.06467649 -0.70505857 -1.07383516  3.14391624
 -1.48098183 -1.07815075  2.03674952  1.03193929  1.75408904 -0.32337326
  1.15023878 -1.3317372  -0.06230288 -1.94519276  1.15105714 -0.67495081
 -0.73911794  0.83975866 -1.84875149  0.57898548  1.21784189 -0.07998666
 -0.12750452  1.34696049 -1.24137508  1.36483733 -1.49105146  1.14808453
  3.41599888 -3.39147758]"
332,"[-1.18117178 -0.71049695  0.50726927 -1.50749379 -0.41530505  3.63626389
 -0.89917573 -0.21816199  1.42306455  1.14028349  0.89090493 -0.87084298
  0.29473754 -2.14221191 -0.29500326 -1.66058004  1.4437156  -0.64841248
 -1.15674201  1.26231057 -0.9201543   1.25055449  0.94270025 -0.69905858
  0.85363879  1.53871373 -1.12919471  0.44673892 -1.17204848  1.97965331
  2.88243103 -2.85263861]"
333,"[-2.14128284  0.61093429 -0.90317266  0.04726671 -2.04935903  1.89165984
 -1.59816795 -1.4395752   2.21925091  0.16560553  2.24350896  0.76851996
  2.42886326  0.02652794  0.91554727 -1.7725075   0.12193857 -1.61967626
  0.21160246 -0.28711625 -2.44136652 -0.69889812  0.85738169  1.09719684
 -1.07408221  0.49149957 -0.914515    2.24235903 -1.17047698 -0.19461926
  3.27530197 -3.06141742]"
335,"[-1.23090442  2.02343845 -2.33200232  0.62114251 -2.47307952 -0.1483288
 -0.65967882 -0.67680605  1.39468225 -1.52010679  1.74554698  1.85558208
  3.25345866  1.50277821  2.52532132 -0.89750051 -1.66788356 -3.05579853
  1.38753271 -2.12662999 -1.84124438 -2.23640649 -0.16655329  2.37681182
 -1.37917105 -0.91408499  0.14914684  2.23701922  0.28532422 -1.69814603
  1.84223191 -1.26120249]"
336,"[ 0.41799948  0.33012491 -0.51869827 -2.51826901 -0.77379338  3.12487009
  0.55833191  1.61622376  0.07058684 -0.36416146  0.0125187  -0.20968163
  0.63821999 -1.56884861  1.1921143  -0.46280479  0.07119527 -2.53525056
 -0.50365612  0.04599501  0.0312291   0.33550824 -0.4896298   0.09064731
  1.80609237  0.24984233  0.02489258 -0.65722068  0.51491515  1.54491615
  2.02498923 -1.5438083 ]"
337,"[-2.06467925  1.65979332 -1.95802434  0.92638228 -2.77907287  0.24220228
 -1.45155176 -1.61923101  2.13207542 -0.9026182   2.4448736   1.8361187
  3.50679652  1.48941252  1.97181299 -1.37887043 -1.11375766 -2.50231573
  1.24585904 -1.60797204 -2.67016559 -2.05430349  0.38395903  2.2693651
 -1.9486741  -0.5069898  -0.4015562   2.91538938 -0.57615206 -1.66376792
  2.62204742 -2.21566094]"
338,"[-1.86903032 -0.45367514  0.19326957 -0.82771954 -0.92069787  3.30098678
 -1.42958455 -0.99173966  1.97839815  1.13605472  1.66006856 -0.47124941
  0.95399907 -1.5152894  -0.18983663 -1.94099757  1.27568119 -0.54839592
 -0.8651749   0.98024364 -1.73107414  0.75146006  1.24178158 -0.24019639
  0.02972469  1.44793113 -1.26229527  1.21142633 -1.51118322  1.32931849
  3.40577201 -3.39964644]"
339,"[ 3.34829763  3.32089259 -3.23026428 -0.54682515  0.92298266 -1.69015706
  3.60031459  3.02419662 -3.08866755 -3.61414312 -2.50844421  1.31949692
 -0.25033474  0.89481583  3.24320984  1.650597   -3.52768656 -3.05272929
  1.78002256 -3.42316411  3.19345627 -2.55343094 -2.41703949  2.22078298
  1.59649099 -2.41502508  3.18814163 -2.57781906  3.66363653 -1.51795718
 -2.17771301  3.38899612]"
340,"[-2.40069739 -1.92550278  1.76372147 -0.32231241  0.70673188  3.480244
 -2.04488532 -1.52773412  2.45334593  2.43135675  0.48248521 -2.05847708
 -0.86891373 -3.21160062 -1.76948325 -2.76195844  2.76776981  1.01463858
 -2.15766827  2.55499315 -0.71428903  2.60397196  2.29878966 -2.01653894
  0.34809287  2.82604059 -2.29680904  1.2342968  -2.52690697  2.99906254
  2.32417695 -2.72598076]"
342,"[-2.08940528  0.328626   -0.61701748 -0.18947998 -1.76617686  2.28943963
 -1.57181295 -1.33037208  2.17676784  0.42990486  2.10720257  0.44166879
  2.05696944 -0.38765604  0.62673307 -1.83586539  0.43564224 -1.34970721
 -0.07745316  0.05392249 -2.27591436 -0.31183561  0.96735075  0.74843328
 -0.78523456  0.75428248 -1.01812146  1.98714821 -1.27268877  0.21736829
  3.34017944 -3.18158019]"
344,"[ 1.60309493  0.95742084 -1.13484378 -2.92605102 -0.5458643   2.35506165
  1.68034695  3.02268102 -1.03438901 -1.43135276 -0.95836688 -0.05348116
  0.46779016 -1.27661788  2.14424583  0.37553685 -0.90187992 -3.52091393
 -0.16075521 -0.85140365  1.0859955  -0.14560709 -1.39792222  0.39741374
  2.5136259  -0.58559159  0.87051352 -1.56260769  1.86223407  1.31404006
  0.82276506 -0.07163174]"
345,"[ 3.62367927  4.192674   -3.07005056  1.14848953  2.26721319 -3.080179
  3.55160141  1.02861796 -3.43763182 -2.99864472 -3.32639758  2.50456386
 -1.21190251  2.16040145  1.97829522  2.31290669 -3.25578902 -1.0689871
  3.08722263 -2.82832591  4.16130575 -2.86037403 -2.92957009  2.9577997
  0.36789094 -3.22654851  3.74255541 -2.76140637  2.49738418 -2.70459705
 -3.21828991  3.62547175]"
346,"[-1.15742556 -0.01013175 -0.22517981 -1.31660318 -1.12564437  3.0760018
 -0.80847025 -0.21216969  1.41448371  0.49489125  1.25607022 -0.12393165
  1.16124249 -1.27654918  0.46090364 -1.42277495  0.69807808 -1.44105689
 -0.55170894  0.46841351 -1.29665923  0.36755061  0.57708387  0.13034387
  0.43586667  0.89428266 -0.78312071  0.79387061 -0.82384729  1.14303652
  3.025623   -2.8018109 ]"
347,"[ 1.38811273  3.24625631 -0.2965261   3.29045604  4.35750198 -2.82631625
  0.50693919 -3.01722453 -1.17551063  0.59338779 -4.17357988  3.63315406
 -2.87484741  3.87503521 -1.52045015  3.84686837  0.15379781  2.61382528
  4.63305723  1.21210135  3.95125257 -0.25444311 -4.21952556  1.77839822
 -1.89022299 -4.09594316  1.18689647 -1.025812   -1.70006649 -1.72958081
 -4.46426421  0.13488586]"
348,"[ 3.69592547  3.89409995 -3.45291877  0.25280398  1.46747267 -2.54768038
  3.85268784  2.21968126 -3.52535725 -3.64874554 -2.8359251   1.87491035
 -0.66100973  1.46280622  2.85688877  1.89830709 -3.74912596 -2.21636558
  2.37250447 -3.53319097  3.71270084 -3.04854703 -2.53636384  2.75195956
  1.0665282  -2.7879703   3.73133206 -2.83097148  3.42298555 -2.32097507
 -2.66112947  3.87970042]"
349,"[ 0.56892888  2.14443016 -2.46963676 -0.73165115 -1.44818258  0.05532349
  0.9806908   1.57548189 -0.21184669 -2.31419802  0.05132987  1.25369501
  2.05386988  0.72453777  3.10377502  0.07433908 -2.16828473 -3.84887441
  1.09783212 -2.41035779  0.05451213 -1.89668004 -1.1602416   1.90341377
  0.43983718 -1.30558395  1.03187609  0.28174464  1.86733834 -0.84352247
  0.52505986  0.30230155]"
350,"[ 1.13254118  1.90379824 -2.19667789 -1.46420138 -1.05692557  0.60099179
  1.4381124   2.31855774 -0.69637278 -2.2634013  -0.48160648  0.8484352
  1.48096466  0.1343125   2.99279186  0.32260425 -1.97573744 -3.91440146
  0.76338216 -2.12127958  0.63027348 -1.44603157 -1.39958218  1.48106112
  1.23621791 -1.22083923  1.16023513 -0.49359144  2.1640249  -0.20839965
  0.35301161  0.50244403]"
351,"[-0.33341181 -0.41730058  0.24634834 -2.13483334 -0.37383143  3.62072118
 -0.14642257  0.73967282  0.70148436  0.61851597  0.30675673 -0.76226966
  0.17227689 -2.1653711   0.19754976 -1.10834304  1.01252874 -1.34367498
 -1.01815852  0.92933575 -0.26764524  1.12267701  0.31983989 -0.58272004
  1.53247817  1.0946122  -0.62368095 -0.27614439 -0.45330421  2.05972544
  2.40922817 -2.2047809 ]"
352,"[ 3.03123824  2.86055406 -2.91262023 -1.0102977   0.56798398 -1.07920035
  3.2991902   3.32128175 -2.7049729  -3.3884503  -2.2306215   0.97757037
 -0.01581137  0.53145945  3.26929601  1.47605149 -3.19092147 -3.38350296
  1.38702981 -3.15083281  2.791351   -2.13448397 -2.26475064  1.81414636
  1.84199603 -2.12180138  2.72587776 -2.32443968  3.58583514 -0.97887492
 -1.79389111  2.91306941]"
353,"[ 1.48201752  2.33085323 -2.66037132 -0.92687916 -0.73769162 -0.40802409
  1.89848286  2.56655884 -1.11852429 -2.86733638 -0.84521376  1.00495364
  1.34182904  0.60652692  3.38414414  0.64711566 -2.65679272 -3.93912238
  1.12024513 -2.8406737   1.08598297 -1.93262523 -1.59671072  1.73745789
  1.09454552 -1.61244274  1.60460807 -0.64815372  2.74410268 -0.78339257
 -0.49121372  1.41924801]"
354,"[ 2.91655379  3.97540048 -2.0830797   2.1123867   3.25493974 -3.18549464
  2.4960377  -0.61173677 -2.69141417 -1.6523392  -3.80113455  3.08970466
 -1.97753671  2.94575853  0.61786842  2.98630172 -2.04142116  0.46211151
  3.84672253 -1.33073264  4.26007579 -1.96903874 -3.5575852   2.63857709
 -0.55315388 -3.68224188  2.91515409 -2.20950112  0.88662485 -2.4801222
 -3.86163624  2.45839339]"
355,"[ 1.08862543  3.05133247  0.03867408  3.44416475  4.49088573 -2.71753073
  0.14543597 -3.37841797 -0.88050693  0.97770685 -4.18574715  3.64528942
 -2.98781562  3.95437002 -1.8681761   3.9374299   0.54654354  2.93669391
  4.68405914  1.64236271  3.84195876  0.07655744 -4.25658417  1.56995332
 -2.08872795 -4.09418201  0.84513724 -0.7863121  -2.12627578 -1.54713976
 -4.51616573 -0.26936233]"
356,"[-2.88661008 -2.53180616  2.39583923  0.34376936  1.4102257   3.06066324
 -2.50403688 -2.05848965  2.87464748  2.96791576 -0.05454757 -2.67815506
 -1.57710879 -3.75958338 -2.41469995 -3.2397498   3.31523004  1.71505666
 -2.6498761   3.13875715 -0.30379187  3.29550142  2.8969544  -2.71419489
  0.12333563  3.40594397 -2.82942956  1.59933115 -3.09558362  3.53687465
  1.61688903 -2.17251758]"
357,"[ 1.53336029  0.75062819 -0.91377287 -3.05100098 -0.4952817   2.66269302
  1.5808527   2.91764259 -0.94684687 -1.19992685 -0.93835812 -0.17675014
  0.34226389 -1.49177132  1.90304031  0.30064039 -0.64454942 -3.35289497
 -0.30112698 -0.56013908  1.02941523  0.08141128 -1.29404888  0.21816988
  2.5816246  -0.40784087  0.72763109 -1.59255495  1.64236774  1.53884792
  0.99509535 -0.30161293]"
358,"[-0.77579099  2.51430476 -2.860772    0.94327768 -2.27858887 -1.04722619
 -0.15552509 -0.24820692  0.91805443 -2.20513963  1.31018031  2.06451909
  3.22621483  1.95528071  3.05200782 -0.51380052 -2.37297269 -3.36495502
  1.74992617 -2.85424664 -1.30395343 -2.74495521 -0.4886072   2.69922016
 -1.37490328 -1.37988352  0.62388763  2.0288147   0.99441869 -2.19539208
  0.96412395 -0.29106724]"
359,"[-2.74848164 -2.36311147  2.22140095  0.14171764  1.21066682  3.20834136
 -2.37305289 -1.90083743  2.75099161  2.82171351  0.10009523 -2.51036738
 -1.38234259 -3.61797666 -2.23845748 -3.1071773   3.17130935  1.52129128
 -2.51831076  2.98078553 -0.41885868  3.10921296  2.72940837 -2.5242705
  0.20166987  3.24734261 -2.6798835   1.48533523 -2.9343468   3.39831156
  1.83070825 -2.34677017]"
360,"[-1.93034922 -0.3369249   0.06611082 -0.70947666 -1.06237736  3.13589757
 -1.47383893 -1.07556101  2.03521347  1.0358195   1.74593709 -0.32071768
  1.14126434 -1.33176575 -0.06316241 -1.94313265  1.14759127 -0.67241542
 -0.73852323  0.84189186 -1.84035149  0.57991524  1.21287766 -0.07846048
 -0.12631268  1.3501091  -1.23715782  1.35980644 -1.49281235  1.14620374
  3.41164551 -3.38064473]"
361,"[-2.01287799 -0.06308269 -0.21765661 -0.49650298 -1.36329439  2.80941518
 -1.52848519 -1.19011233  2.10876952  0.79280959  1.9137552  -0.00740935
  1.52999867 -0.94884925  0.22028903 -1.91429117  0.86357498 -0.95391199
 -0.47006565  0.52202707 -2.03897455  0.21404348  1.12046252  0.26375159
 -0.40142247  1.11350727 -1.15593847  1.63019254 -1.41186396  0.76968749
  3.41086091 -3.32958942]"
362,"[ 1.66296874  3.40438652 -0.60913648  3.12276904  4.21168688 -2.9184422
  0.85223733 -2.63673655 -1.44570806  0.21540728 -4.1451806   3.58179008
 -2.74859831  3.75752089 -1.16978084  3.7310329  -0.22284802  2.2761489
  4.54479429  0.78686137  4.04130088 -0.55796533 -4.14915212  1.9508525
 -1.68242666 -4.06207445  1.5007053  -1.24008497 -1.27583207 -1.88046498
 -4.39720281  0.5347112 ]"
363,"[-1.37113176  0.25840286 -0.51371878 -0.97264746 -1.45705291  2.68687957
 -0.9719226  -0.48522885  1.59635408  0.29202853  1.51935577  0.21064365
  1.60499968 -0.83324705  0.71282564 -1.46281828  0.43074083 -1.65097318
 -0.27028201  0.15394367 -1.59719058 -0.03481226  0.5699704   0.4998764
  0.01617354  0.69012288 -0.75724357  1.1946061  -0.8248165   0.69723204
  3.07352774 -2.81385531]"
364,"[ 2.05157566  1.33301099 -1.54831823 -2.71402073 -0.2958652   1.62796291
  2.18764909  3.49429099 -1.5046285  -1.99807755 -1.38462178  0.05226569
  0.34917041 -0.97580194  2.58949327  0.70270658 -1.49503422 -3.76688226
  0.10677366 -1.45578734  1.59124343 -0.51247319 -1.70212269  0.60773389
  2.60857582 -0.95551411  1.31390762 -1.85407098  2.5043335   0.96081813
  0.10841     0.76233371]"
365,"[-3.12440805 -2.80007777  2.66642784  0.68029477  1.71914168  2.80639312
 -2.72906674 -2.33321964  3.0932045   3.204032   -0.27930812 -2.93267733
 -1.86894338 -3.97066857 -2.6863428  -3.4642509   3.53975879  2.0231229
 -2.85312271  3.38665884 -0.14227772  3.57410498  3.16809688 -3.00143522
 -0.03280749  3.66325693 -3.07533937  1.8038421  -3.35871595  3.73878008
  1.28757342 -1.90030468]"
366,"[ 1.7563303   0.608745   -0.76197329 -2.82365036 -0.00575034  2.43387947
  1.85268078  3.17031307 -1.2729929  -1.10856485 -1.37878246 -0.44434142
 -0.15453737 -1.68553963  1.6536705   0.38334036 -0.64167314 -2.95522041
 -0.40078616 -0.46366029  1.52052946  0.38682892 -1.13371639 -0.10101933
  2.94325886 -0.29993258  0.92471313 -2.00085621  1.7085844   1.75198021
  0.4620091   0.19996691]"
367,"[-0.19118817 -1.07152543  1.00663112 -1.83063023  0.56642785  3.46793688
 -0.02296699  1.04065345  0.37474522  1.16736265 -0.72753899 -1.56067746
 -0.92309614 -2.97733512 -0.60735545 -1.14088601  1.53825657 -0.58897272
 -1.58058504  1.65854073  0.73561448  2.1667702   0.78544705 -1.55227764
  2.25194594  1.53760807 -0.67972073 -0.82815742 -0.72624478  3.03882247
  1.38603739 -1.3294622 ]"
368,"[-1.82521152 -0.57272506  0.31710407 -0.92692375 -0.78471684  3.44680834
 -1.400383   -0.93439949  1.93982518  1.24029744  1.57975543 -0.60804927
  0.77830243 -1.68630803 -0.31410888 -1.95172143  1.40023661 -0.42663503
 -0.98420453  1.12049735 -1.63619447  0.9116872   1.27875972 -0.38957801
  0.15762924  1.55116463 -1.29503107  1.08625388 -1.54228187  1.49636078
  3.40113091 -3.41728282]"
369,"[ 1.79233611  1.00518658 -1.18588297 -2.97466077 -0.41770205  2.23937125
  1.88071422  3.2584355  -1.22172476 -1.56467849 -1.16200899 -0.09220025
  0.34994246 -1.2939937   2.25452242  0.48504558 -1.03013751 -3.60228247
 -0.14631594 -0.96042723  1.30191883 -0.14973166 -1.50829054  0.37078195
  2.6557041  -0.66564113  1.00203293 -1.74653646  2.05965343  1.32474166
  0.59507004  0.19409805]"
370,"[ 3.18273254  3.06486389 -3.06209717 -0.82550095  0.7161084  -1.36723618
  3.45873291  3.25337708 -2.89520966 -3.52330505 -2.37484787  1.11095665
 -0.11420358  0.68788551  3.29985382  1.56519455 -3.3640976  -3.28773224
  1.55460892 -3.30233124  2.98587646 -2.31885956 -2.34457031  1.98189453
  1.75516251 -2.26297226  2.93996674 -2.44170776  3.66697968 -1.20916786
 -1.99083374  3.16094635]"
371,"[ 0.15381098  1.1953872  -1.44000832 -1.72071203 -1.54924361  1.94485426
  0.42093758  1.29251329  0.26426212 -1.14935676  0.45230516  0.67881568
  1.73905993 -0.37341503  2.09836133 -0.39459594 -0.86081243 -3.31542365
  0.29836041 -1.02182897 -0.4693952  -0.79817025 -0.727657    1.12641207
  0.92764727 -0.4708093   0.31605772  0.15327232  0.85919603  0.34592513
  1.8596015  -1.21736876]"
372,"[-2.17274461  0.89891577 -1.19012111  0.2739134  -2.32440431  1.49234063
 -1.6101205  -1.523989    2.24218178 -0.10720928  2.36427934  1.08503662
  2.78962299  0.44107819  1.20596354 -1.69288431 -0.19648019 -1.89065838
  0.49677852 -0.63487332 -2.58864702 -1.07885122  0.73928288  1.44100884
 -1.34013462  0.21574032 -0.80139678  2.47887884 -1.05120761 -0.60094854
  3.18488121 -2.91928809]"
373,"[ 3.47655645  4.1609476  -2.84585124  1.38501516  2.50724556 -3.1278626
  3.32004442  0.65167664 -3.2819348  -2.69037839 -3.45194849  2.65641337
 -1.39749514  2.35777256  1.66030739  2.48621395 -2.98221062 -0.70786042
  3.27779099 -2.48843252  4.20561508 -2.66455631 -3.0890232   2.89251893
  0.1546497  -3.35187399  3.5665149  -2.64717523  2.12911672 -2.66630896
 -3.38634438  3.3699012 ]"
